CombID,UniqueID,PrelimID,Date,Transect,Plot,Easting,Northing,DistLowP,Height,RHeight,RTHeight,Inun,UDepth,LDepth,Description,CoreVol,CoreMass,MoisFF,Moisture,Sand,Silt,Clay,MSand,MSilt,MClay,Texture,pHw,pHc,EC,CEC,AvailP,ExCa,ExMg,ExNa,ExK,Al,As,B,Ca,Cd,Co,Cr,Cu,Fe,K,Mg,Mn,Mo,Na,Ni,P,Pb,S,Sb,Se,Zn,Fizz,ADMoisture,MoisFAD,TotC,TotOC,TotN,d13C,d15N,MTotC,MTotOC,MTotIC,MTotN,POC,HOC,ROC,DOC,DTN,FumDOC,FumDTN,NO3,NH4,FAA,WHC,Proteolysis,AAMin_k1,AAMin_k2,AAMin_a,AAMin_b
FCNSW_001_2019-03-26_T0_P1,FCNSW_001,FC NSW 1001,2019-03-26,0,1,144.425419,-35.733890,,80.570000,4.410000,0.300003,n,0,30,"Few mature RRG, many samplings, some copiced; distrurbed area; 95% litter cover, grey vertosol",2829,3830,1.109,0.109,17,25,58,31,28,42,Clay,6.31,5.30,0.1482,27.0,7.571,2420,1554,430,492,43400,0,10,2130,0,21,44,21,37500,4920,4120,773,0,577,27,196,21,121,0,0,59,n,0.031,1.03,,11.03,1.08,-31.86,3.64,,,,,,,,128.38,23.32,475.86,46.91,6.594,5.871,1.687,29.45,6.390,0.1327,0.001,28.851,72.512
FCNSW_002_2019-03-26_T0_P2,FCNSW_002,FC NSW 1002,2019-03-26,0,2,144.425642,-35.734851,,80.779999,4.620000,0.510002,n,0,30,"Sparse mature and juvenile RRG, coverage 10%; disturbed area; 50% litter cover",2829,3700,1.069,0.069,35,26,39,43,29,28,Silty clay loam,5.85,4.61,0.0760,17.0,12.434,1236,846,222,290,30400,0,0,1220,0,13,37,17,28700,4050,2660,795,0,262,20,289,18,132,0,0,51,n,0.02,1.02,,18.22,1.21,-29.14,5.05,,,,,,,,117.2,22.3,218.12,32.71,11.121,6.281,1.364,14.64,4.624,0.1116,0.0009,29.344,71.3591
FCNSW_003_2019-03-26_T0_P3,FCNSW_003,FC NSW 1003,2019-03-26,0,3,144.425268,-35.735180,,80.739998,4.579990,0.470001,n,0,30,"Mature RRG, some juveniles, juncus, 90% litter",2829,3340,1.085,0.085,25,31,43,36,35,29,Silty clay,6.06,4.86,0.0908,20.0,10.657,1430,952,264,378,34300,0,0,1580,0,21,39,20,34500,4870,3340,1420,0,352,24,295,19,121,0,0,56,n,0.023,1.02,,14.73,1.14,-23.55,3.95,,,,,,,,94.16,24.93,246.19,32.98,12.825,8.751,1.52,24.07,5.306,0.0963,0.0009,32.725,68.435
FCNSW_004_2019-03-26_T0_P4,FCNSW_004,FC NSW 1004,2019-03-26,0,4,144.425377,-35.735393,,80.269997,4.109990,0.000000,n,0,30,"Young RRG ~5m height, 5% juncus, 10% canopy, 90% litter",2829,3240,1.037,0.037,63,21,16,63,24,14,Loam,5.44,4.43,0.0644,9.0,13.949,736,409,114,164,14300,0,0,700,0,0,20,0,12400,2360,1390,180,0,105,0,188,10,124,0,0,27,n,0.011,1.01,,19.12,1.14,-30.91,3.39,,,,,,,,76.87,13.09,193.94,17.05,4.945,2.875,0.988,19.6,4.331,0.0991,0.0009,31.642,69.3009
FCNSW_005_2019-03-26_T1_P1,FCNSW_005,FC NSW 1011,2019-03-26,1,1,144.417459,-35.745008,,81.370003,5.210000,1.810005,n,0,30,"Mature grey box, 30% canopy; 5% bluebush; 2% moss; 60% litter",2829,3560,1.065,0.065,58,24,18,54,26,20,Loam,8.34,7.35,0.2252,19.0,40.692,2118,832,177,558,29000,0,18,14500,0,11,30,24,24700,6600,5860,1440,0,327,25,1030,13,171,0,0,68,y,0.02,1.02,,18.69,1.49,-25.25,5.56,,,,,,,,205.78,28.25,360.49,38.67,14.201,2.058,0.659,27.37,4.973,0.1137,0.0014,26.323,73.2772
FCNSW_006_2019-03-26_T1_P2,FCNSW_006,FC NSW 1012,2019-03-26,1,2,144.417561,-35.745289,,80.519997,4.359990,0.959999,n,0,30,"Mature RRG, 10% cover; 1% small saplings; 75% litter cover",2829,3790,1.102,0.102,29,22,49,36,29,35,Clay,5.99,4.93,0.1188,23.0,8.675,1730,1373,346,514,37900,0,0,1590,0,20,41,20,32500,4940,3580,1180,0,416,26,219,22,121,0,0,59,n,0.023,1.02,,18.86,1.11,-26.45,3.91,,,,,,,,84.18,20.12,232.64,27.62,12.21,4.961,0.933,14.03,3.904,0.1165,0.0008,31.704,69.5859
FCNSW_007_2019-03-26_T1_P3,FCNSW_007,FC NSW 1013,2019-03-26,1,3,144.417647,-35.745413,,80.190002,4.030000,0.630005,m,0,30,"Mature RRG, 10% cover; Juvenile RRG 1%; Juncus 1%; Chenopod 1%; Litter 60%",2829,3840,1.087,0.087,39,24,38,43,27,30,Clay loam,5.60,4.61,0.1086,20.0,11.007,1458,968,220,338,27800,0,0,1810,0,12,33,16,25400,3770,2300,552,0,277,17,247,18,183,0,0,47,n,0.019,1.02,,23.61,1.18,-27.48,2.8,,,,,,,,103.44,23.41,208.96,29,17.278,4.789,1.128,23.05,4.444,0.0978,0.0009,31.431,69.4849
FCNSW_008_2019-03-26_T1_P4,FCNSW_008,FC NSW 1014,2019-03-26,1,4,144.417776,-35.745531,,79.559998,3.399990,0.000000,y,0,30,"Mature RRG <10%; Juncus 5%, lots of dead wood; 50% litter",2829,3740,1.048,0.048,55,23,23,58,23,19,Loam,5.72,4.72,0.0747,9.9,13.347,880,511,136,204,15900,0,0,846,0,0,22,0,12700,2550,1440,211,0,144,10,168,12,113,0,0,30,n,0.012,1.01,,11.88,1.09,-27.63,3.3,,,,,,,,62.18,16.83,172.56,21.26,13.413,3.622,0.779,13.98,3.795,0.115,0.0009,29.53,71.1897
FCNSW_009_2019-03-27_T2_P1,FCNSW_009,FC NSW 1021,2019-03-27,2,1,144.382395,-35.780812,,81.239998,5.079990,1.220001,n,0,30,"Recently thinned RRG, some coppiced, some dead RRG ~20m, RRG cover ~15%; litter 40%",2829,3430,1.123,0.123,17,26,57,28,31,42,Silty clay,5.26,4.20,0.1498,25.0,10.531,1478,1332,334,344,44400,0,0,1340,0,14,50,18,40500,3980,2970,607,0,416,25,219,20,177,0,0,55,n,0.031,1.03,,11.22,1.12,-26.43,3.82,,,,,,,,114.26,15.43,221.39,19.96,5.025,3.894,0.991,14.26,4.271,0.0786,0.0007,32.314,68.7586
FCNSW_010_2019-03-27_T2_P2,FCNSW_010,FC NSW 1022,2019-03-27,2,2,144.383235,-35.780596,,80.730003,4.570000,0.710007,n,0,30,"Very disturbed site, RRG 5% coppiced / thinned, few chenopods",2829,4030,1.11,0.11,16,40,44,25,35,41,Silty clay,5.04,3.88,0.0581,20.0,11.482,800,866,184,232,26900,0,0,723,0,17,39,15,34300,2790,2000,1110,0,168,18,359,21,127,0,0,52,n,0.025,1.03,,12.84,1.27,-21.36,3.01,,,,,,,,77.18,13.69,185.13,17.59,6.436,2.926,0.777,19.7,4.556,0.0732,0.0006,33.834,67.32
FCNSW_011_2019-03-27_T2_P3,FCNSW_011,FC NSW 1023,2019-03-27,2,3,144.384195,-35.780728,,80.694283,4.534280,0.674286,m,0,30,Mainly young RRG 30%; many branches; sedges 5%; Themeda; Litter 90%,2829,3140,1.111,0.111,18,46,36,25,39,35,Silty clay loam,5.22,4.11,0.0564,15.0,10.862,818,803,162,258,28900,0,0,810,0,17,41,13,33800,3600,2290,1250,0,162,19,386,17,135,0,0,50,n,0.024,1.02,,21.85,1.20,-22.23,2.59,,,,,,,,92.4,11.18,251.83,17.48,3.833,1.187,1.194,22.02,5.799,0.0924,0.0008,32.453,68.5814
FCNSW_012_2019-03-27_T2_P4,FCNSW_012,FC NSW 1024,2019-03-27,2,4,144.384389,-35.780678,,80.019997,3.859990,0.000000,y,0,30,Mature RRG + saplings 30%; Juncus 10%; Litter 70%,2829,3430,1.076,0.076,22,47,31,31,39,31,Silty clay loam,5.40,4.13,0.0316,13.0,12.418,784,692,144,158,23400,0,0,758,0,0,36,12,26100,2780,1790,604,0,131,15,332,17,74,0,0,42,n,0.019,1.02,,8.43,0.92,-26.05,3.41,,,,,,,,50.14,5.51,112.82,9.15,1.236,0.575,0.597,13.71,5.533,0.0957,0.0008,30.669,70.3158
FCNSW_013_2019-03-25_T3_P1,FCNSW_013,FC NSW 1031,2019-03-25,3,1,144.423590,-35.862426,,82.900002,6.740000,0.000000,n,0,30,"Red gum, Black box, juncus",2829,3400,1.09,0.09,25,41,34,30,40,30,Silty clay loam,5.41,4.24,0.0607,15.0,8.258,718,795,176,260,26700,0,0,776,0,20,39,15,32700,3640,2280,1360,0,200,21,283,16,100,0,0,50,n,0.019,1.02,,17.19,0.99,-29.84,4.64,,,,,,,,100.06,12.99,196.13,16.48,1.359,3.038,1.762,19.1,4.307,0.0883,0.0007,30.801,70.033
FCNSW_014_2019-03-25_T3_P2,FCNSW_014,FC NSW 1032,2019-03-25,3,2,144.424764,-35.862395,,82.980003,6.820000,0.080002,n,0,30,"Red gum, grey box, juncus, ""cherry berry""",2829,3360,1.097,0.097,23,41,36,30,39,30,Silty clay loam,5.72,4.52,0.0680,16.0,9.638,920,929,236,342,30000,0,0,878,0,15,40,15,30900,4130,2510,1060,0,289,20,241,17,108,0,0,52,n,0.021,1.02,,13.13,1.10,-26.55,3.67,,,,,,,,101.53,13.42,174.86,16.5,4.104,3.979,1.321,23.01,4.134,0.0885,0.0008,34.016,67.1385
FCNSW_015_2019-03-25_T3_P3,FCNSW_015,FC NSW 1033,2019-03-25,3,3,144.425550,-35.862260,,83.300003,7.140000,0.400002,n,0,30,"Grey box, sparse juncus, last logged >10 years ago",2829,3200,1.092,0.092,20,51,29,25,43,32,Silty clay loam,5.27,4.18,0.0653,13.0,10.214,696,675,164,230,26200,0,0,715,0,18,40,13,31000,3830,2350,1160,0,195,19,290,16,119,0,0,51,n,0.019,1.02,,18.21,1.25,-30.51,4,,,,,,,,148.71,9.05,177.53,13.56,1.148,0.744,1.51,24.31,5.405,0.0793,0.0009,33.155,67.8751
FCNSW_016_2019-03-25_T3_P4,FCNSW_016,FC NSW 1034,2019-03-25,3,4,144.425970,-35.862151,,83.500000,7.340000,0.599998,n,0,30,"Very mature red gum, cherry bush",2829,2840,1.097,0.097,15,59,26,25,45,30,Silty clay loam,5.62,4.69,0.0651,14.0,14.047,1084,757,146,312,24500,0,0,1170,0,0,37,12,20800,3770,2500,471,0,158,18,266,16,126,0,0,47,n,0.018,1.02,,14.29,1.41,-27.39,3.75,,,,,,,,114.06,13.15,218.51,20.76,3.836,1.825,1.338,25.45,5.932,0.1073,0.001,30.521,70.2519
FCNSW_017_2019-03-27_T4_P1,FCNSW_017,FC NSW 1041,2019-03-27,4,1,144.344410,-35.748250,,80.510002,4.350000,1.200005,n,0,30,"Mature RRG + saplings, Juncus, litter 75%",2829,3480,1.109,0.109,21,33,46,31,28,41,Silty clay,5.21,4.52,0.2586,22.0,8.347,1608,1233,308,370,44600,0,0,1660,0,22,50,21,42400,4460,3010,1420,0,473,27,391,22,146,0,0,58,n,0.03,1.03,,14.79,1.35,-23.83,4.51,,,,,,,,141.9,23.68,194.96,25.07,8.817,7.296,1.033,25.36,6.747,0.0729,0.0008,35.466,65.6511
FCNSW_018_2019-03-27_T4_P2,FCNSW_018,FC NSW 1042,2019-03-27,4,2,144.344410,-35.749030,,79.570000,3.410000,0.260002,n,0,30,"Mix mature and juv RRG 30%, 1% juncus, pig disturbance",2829,3430,1.12,0.12,23,25,52,34,30,36,Clay,5.20,4.27,0.0752,21.0,13.308,1466,970,178,318,28100,0,0,1480,0,0,38,15,20800,2930,2110,539,0,156,16,280,19,251,0,0,50,n,0.024,1.02,,25.17,1.64,-24.87,3.31,,,,,,,,97.36,14.52,208.65,20.26,9.562,2.337,0.947,16.31,5.803,0.0864,0.001,30.263,70.7067
FCNSW_019_2019-03-27_T4_P3,FCNSW_019,FC NSW 1043,2019-03-27,4,3,144.344070,-35.749570,,79.440002,3.280000,0.130005,n,0,30,"Mature RRG, pig disturbance, litter 80%",2829,3310,1.103,0.103,26,27,47,38,29,33,Silty clay,5.24,4.29,0.0614,17.0,18.538,1294,797,140,258,27200,0,0,1260,0,0,36,13,17900,2960,1850,339,0,139,14,227,17,135,0,0,45,n,0.021,1.02,,16.52,1.38,-30.57,3.38,,,,,,,,83.06,12.17,191.04,18.75,7.153,2.408,0.947,17.57,5.427,0.0965,0.0008,29.462,71.4405
FCNSW_020_2019-03-27_T4_P4,FCNSW_020,FC NSW 1044,2019-03-27,4,4,144.344190,-35.750010,,79.309998,3.149990,0.000000,n,0,30,"60% mature RRG, disturbance by pigs, 40% litter",2829,3810,1.104,0.104,21,31,49,31,32,37,Silty clay,5.21,4.22,0.0597,17.0,17.035,1256,750,132,268,27300,0,0,1150,0,0,38,14,18000,3140,1850,380,0,137,16,240,18,134,0,0,46,n,0.021,1.02,,10.01,1.20,-28.12,3.05,,,,,,,,77.44,13.51,142.93,16.95,5.59,3.413,1.05,14.64,5.133,0.1053,0.0008,33.84,67.6345
FCNSW_021_2019-03-27_T5_P1,FCNSW_021,FC NSW 1051,2019-03-27,5,1,144.294490,-35.727340,,80.019997,3.859990,1.099998,n,0,30,"RRG 20%, litter 50%",2829,4290,1.042,0.042,31,47,22,38,41,21,Silty loam,5.84,4.74,0.0659,7.0,2.998,664,567,176,128,15900,0,0,766,0,0,25,0,18500,2400,1600,605,0,182,12,188,12,43,0,0,31,n,0.011,1.01,,6.94,0.73,-29.94,3.66,,,,,,,,37.97,8.74,99.53,11.85,7.553,0.525,0.497,8.54,5.547,0.1164,0.0009,29.364,71.4312
FCNSW_022_2019-03-27_T5_P2,FCNSW_022,FC NSW 1052,2019-03-27,5,2,144.295680,-35.728020,,79.650002,3.490000,0.730003,n,0,30,"Juv RRG, coppiced, 25%; Themeda; woody debris 10%; juncus 1%; litter 70%",2829,2970,1.082,0.082,18,50,33,27,41,32,Silty clay loam,5.40,4.42,0.0621,17.0,13.053,1248,887,156,284,25400,0,0,1190,0,0,35,13,25600,3240,2060,367,0,152,16,242,15,134,0,0,43,n,0.021,1.02,,19.42,1.57,-25.94,1.27,,,,,,,,108.55,14.03,238.32,18.89,8.23,2.322,0.962,28.92,6.165,0.0959,0.0008,30.632,70.3151
FCNSW_023_2019-03-27_T5_P3,FCNSW_023,FC NSW 1053,2019-03-27,5,3,144.296620,-35.728550,,79.430000,3.270000,0.510002,n,0,30,Some large and some coppiced RRG 30%; shea-oak - type shrub; 5% juncus and themeda; litter 50%,2829,3140,1.066,0.066,17,51,32,25,42,34,Silty clay loam,5.13,4.03,0.0524,12.0,8.249,624,722,138,206,22000,0,0,649,0,12,33,11,20600,2720,1790,357,0,135,14,195,16,83,0,0,38,n,0.018,1.02,,17.39,0.96,-27.11,2.73,,,,,,,,89.28,13.48,162.2,17.64,9.52,2.288,0.623,15.75,4.929,0.0368,0.0009,21,78.8771
FCNSW_024_2019-03-27_T5_P4,FCNSW_024,FC NSW 1054,2019-03-27,5,4,144.297320,-35.728760,,78.919998,2.759990,0.000000,n,0,30,Mature RRG some juv 10%; Juncus 1%; litter 70%,2829,3140,1.079,0.079,23,44,33,29,39,31,Silty clay loam,5.30,4.40,0.0802,11.0,19.337,896,696,126,240,17000,0,0,917,0,0,29,12,14900,2340,1590,358,0,129,12,220,15,136,0,0,35,n,0.017,1.02,,17.13,1.63,-26.81,2.57,,,,,,,,86.6,16.16,216.13,21.49,13.66,1.537,1.021,13.78,7.062,0.0866,0.0009,31.377,69.4316
FCNSW_025_2019-03-28_T6_P1,FCNSW_025,FC NSW 1061,2019-03-28,6,1,144.274284,-35.696733,,79.400002,3.240000,1.459999,n,0,30,"Recently thinned RRG 10%, themeda 5%, chenopod 5%; juncus 2%; litter 80%",2829,3630,1.146,0.146,17,22,60,28,27,45,Clay,5.69,4.64,0.1273,29.0,5.291,2352,1739,452,488,42400,0,0,2090,0,18,49,22,43200,3140,2910,1130,0,533,28,291,22,145,0,0,53,n,0.033,1.03,,24.87,1.44,-21.73,5.45,,,,,,,,216.07,14.54,301.38,18.13,3.73,3.31,0.852,30.33,5.467,0.0844,0.0008,33.395,67.9953
FCNSW_026_2019-03-28_T6_P2,FCNSW_026,FC NSW 1062,2019-03-28,6,2,144.274252,-35.696600,,78.470001,2.310000,0.529999,m,0,30,"RRG 15%; themeda 1%, thistle; litter 50%",2829,3470,1.128,0.128,25,25,50,31,31,38,Silty clay,5.57,4.60,0.0800,19.0,14.144,1578,1137,194,408,28700,0,0,1640,0,0,37,16,24200,2890,2170,424,0,228,17,275,19,129,0,0,47,n,0.025,1.03,,19.64,1.71,-26.85,2.79,,,,,,,,140.48,24.54,318.01,34,16.368,6.422,1.225,27.49,5.574,0.115,0.0009,33.302,68.1123
FCNSW_027_2019-03-28_T6_P3,FCNSW_027,FC NSW 1063,2019-03-28,6,3,144.274289,-35.696551,,78.050003,1.890000,0.110001,y,0,30,"Disturbed by logging, RRG ~5m; litter 80%",2829,3820,1.099,0.099,28,25,47,34,28,38,Silty clay,5.79,4.73,0.0683,19.0,25.219,1634,978,184,324,22700,0,0,1500,0,0,31,15,16800,2500,1780,437,0,184,14,244,17,122,0,0,42,n,0.019,1.02,,18.51,1.33,-28.71,3.26,,,,,,,,71.96,10.1,186.97,15.22,7.666,1.716,0.504,16.77,6.133,0.1522,0.0009,33.116,68.5572
FCNSW_028_2019-03-28_T6_P4,FCNSW_028,FC NSW 1064,2019-03-28,6,4,144.274307,-35.696518,,77.940002,1.780000,0.000000,y,0,30,"Mature and juv RRG 15%; 70% litter, surface self-mulching",2829,3710,1.118,0.118,21,21,58,31,27,42,Clay,5.74,4.75,0.0753,19.0,54.428,2040,1159,190,468,29300,0,0,1740,0,0,38,18,21200,3260,2100,519,0,191,17,401,21,139,0,0,56,n,0.024,1.02,,18.34,1.39,-28,2.82,,,,,,,,59.68,12.3,164.32,17.03,10.941,2.307,0.472,17.56,6.116,0.1128,0.0008,33.771,67.6615
FCNSW_029_2019-03-28_T7_P1,FCNSW_029,FC NSW 1071,2019-03-28,7,1,144.239511,-35.678113,,78.860001,2.700000,1.180000,n,0,30,"Mature and Juv RRG, forbs, shrub 30%, juncus 1%, thatch of litter, 100%",2829,3440,1.054,0.054,26,50,25,36,43,21,Silty loam,6.09,5.15,0.1016,14.0,8.425,1370,714,184,270,15400,0,0,1660,0,0,26,11,25500,2480,1640,755,0,194,14,265,14,109,0,0,32,n,0.016,1.02,,2.97,0.24,-13.33,2.88,,,,,,,,152.37,19.06,239.13,24.69,9.772,1.802,0.742,20.8,5.316,0.1541,0.0011,29.501,71.4725
FCNSW_030_2019-03-28_T7_P2,FCNSW_030,FC NSW 1072,2019-03-28,7,2,144.238774,-35.677261,,78.330002,2.170000,0.650002,n,0,30,"Recently thinned RRG 15%, juncus 15%, harvest disturbance",2829,3100,1.088,0.088,27,39,35,33,34,32,Silty clay loam,5.61,4.44,0.0479,13.0,11.414,968,807,134,312,18900,0,0,882,0,0,28,11,19200,2360,1590,514,0,108,12,236,15,104,0,0,35,n,0.019,1.02,,13.92,1.32,-27.81,2.08,,,,,,,,126.44,14.16,255.77,20.73,3.805,2.666,1.384,18.48,7.677,0.1038,0.0009,33.025,68.5893
FCNSW_031_2019-03-28_T7_P3,FCNSW_031,FC NSW 1073,2019-03-28,7,3,144.238588,-35.676544,,78.209999,2.050000,0.529999,n,0,30,"Recently thinned RRG 20%, juncus 1%, themeda 3%, harvest disturbance; thatch of litter 100%",2829,3100,1.074,0.074,37,31,32,41,32,27,Silty clay loam,5.66,4.58,0.0497,15.0,9.985,1326,665,120,274,36500,0,12,1160,0,0,41,0,17300,5860,2110,386,0,163,14,221,13,148,0,0,37,n,0.016,1.02,,14.26,1.07,-26.34,1.9,,,,,,,,109.24,16.06,235.76,20.81,6.646,3.867,1.528,14.43,7.168,0.1166,0.0009,31.291,69.9535
FCNSW_032_2019-03-28_T7_P4,FCNSW_032,FC NSW 1074,2019-03-28,7,4,144.237507,-35.675924,,77.680000,1.520000,0.000000,n,0,30,Recently thinned RRG 5% coverage from coppiced remaining stand; litter 80%,2829,3150,1.07,0.07,35,40,25,40,34,26,Silty loam,5.51,4.62,0.0816,21.0,16.311,1172,673,118,268,32700,0,0,1220,0,0,39,11,16400,4980,2020,395,0,168,14,209,14,154,0,0,36,n,0.016,1.02,,15.46,1.34,-31.5,2.75,,,,,,,,75.32,19.16,177.04,24.29,14.109,4.242,0.848,15.88,5.211,0.1023,0.0009,33.425,67.9422
FCNSW_033_2019-03-28_T8_P1,FCNSW_033,FC NSW 1081,2019-03-28,8,1,144.232062,-35.593180,,77.180000,1.020000,1.019997,n,0,30,"Recently thinned RRG 15%, 95% litter, appears to be perched vertosol (black)",2829,3400,1.1,0.1,23,27,50,30,31,38,Silty clay,6.66,5.81,0.2273,21.0,13.965,2422,1446,526,538,62100,0,19,3030,0,16,56,22,37200,9590,4460,1210,0,864,28,371,16,164,0,0,62,n,0.027,1.03,,23.72,1.37,-28.77,4.75,,,,,,,,133.08,29.63,292.03,40.6,17.523,5.377,0.848,21.74,7.541,0.1436,0.0009,30.887,70.2397
FCNSW_034_2019-03-28_T8_P2,FCNSW_034,FC NSW 1082,2019-03-28,8,2,144.231292,-35.593209,,76.559998,0.399990,0.399994,n,0,30,Old RRG with some coppiced 15%; Juncus 10%; litter 90%,2829,3230,1.11,0.11,28,33,39,32,34,34,Silty clay loam,5.98,4.87,0.0759,20.0,9.243,1522,976,214,402,45100,0,13,1290,0,0,45,14,24500,7570,2990,414,0,317,18,213,15,139,0,0,45,n,0.021,1.02,,16.76,1.40,-33.06,1.85,,,,,,,,156.85,25.79,370.62,39.21,14.367,5.504,1.451,27.17,7.418,0.1086,0.0009,32.606,68.7519
FCNSW_035_2019-03-28_T8_P3,FCNSW_035,FC NSW 1083,2019-03-28,8,3,144.230001,-35.592745,,76.260002,0.100000,0.099998,n,0,30,Mature RRG recently thinned; litter 100%,2829,3210,1.083,0.083,32,34,34,38,33,29,Silty clay loam,5.33,4.41,0.0818,15.0,17.828,1192,574,122,336,39200,0,12,1170,0,0,41,13,20300,6640,2470,426,0,200,16,268,14,137,0,0,42,n,0.017,1.02,,21.35,1.29,-29.71,2.11,,,,,,,,110.94,20.55,300.78,29.86,8.19,6.119,1.397,16.78,6.455,0.1143,0.0009,32.627,68.765
FCNSW_036_2019-03-28_T8_P4,FCNSW_036,FC NSW 1084,2019-03-28,8,4,144.229216,-35.592304,,76.160004,0.000000,0.000000,n,0,30,"V large RRG stumps, mature and juv RRG 40%; litter 90%; self-mulching",2829,3250,1.089,0.089,33,35,32,44,32,25,Silty clay loam,5.50,4.40,0.0497,16.0,18.891,1302,673,134,304,37100,0,10,1230,0,0,39,13,18300,5990,2340,368,0,189,16,251,14,140,0,0,39,n,0.016,1.02,,23.55,1.29,-27.06,2.85,,,,,,,,81.25,15.38,261.8,24.39,8.874,2.857,0.995,19.14,5.397,0.1024,0.0008,30.156,70.8188
FCNSW_037_2019-03-26_T9_P1,FCNSW_037,FC NSW 1091,2019-03-26,9,1,144.423864,-35.825089,,82.180000,6.020000,1.050003,n,0,30,"River red gum 50% coverage, thick litter, Juncus",2829,2950,1.112,0.112,24,39,37,26,39,35,Silty clay loam,5.40,4.37,0.0593,11.0,8.669,790,584,122,234,41300,0,13,930,0,0,48,13,26000,6710,2860,460,0,193,20,211,16,117,0,0,49,n,0.022,1.02,,19.68,1.31,-27.92,3.92,,,,,,,,158.6,16.83,290.66,21.33,1.875,3.097,3.061,16.59,7.934,0.1094,0.0008,31.744,69.6401
FCNSW_038_2019-03-26_T9_P2,FCNSW_038,FC NSW 1092,2019-03-26,9,2,144.422807,-35.825348,,82.230003,6.070000,1.100006,n,0,30,"River red gum, 60% litter coverage, sparse Juncus",2829,3180,1.09,0.09,28,41,31,33,36,32,Silty clay loam,5.50,4.44,0.0487,13.0,6.343,1018,622,126,240,40100,0,12,1120,0,0,47,12,24600,7130,2880,425,0,192,18,193,15,118,0,0,46,n,0.019,1.02,,14.06,1.33,-27.41,3.74,,,,,,,,105.25,12.23,242.51,16.85,1.413,2.618,1.514,25.59,6.735,0.1112,0.0009,31.994,69.2421
FCNSW_039_2019-03-26_T9_P3,FCNSW_039,FC NSW 1093,2019-03-26,9,3,144.422034,-35.825474,,81.919998,5.759990,0.790001,n,0,30,"River red gum, 30% juncus, 100% litter cover",2829,3180,1.102,0.102,36,35,29,39,32,29,Silty clay loam,5.26,4.08,0.0587,12.0,7.114,664,689,170,212,40600,0,12,797,0,15,48,13,31100,6640,2810,1190,0,248,20,259,17,142,0,0,48,n,0.02,1.02,,22.26,1.26,-23.73,4.64,,,,,,,,210.47,14.8,333.55,18.96,0.997,1.682,4.069,17.66,6.347,0.1035,0.0009,31.425,69.8405
FCNSW_040_2019-03-26_T9_P4,FCNSW_040,FC NSW 1094,2019-03-26,9,4,144.421747,-35.825765,,81.129997,4.969990,0.000000,y,0,30,"Juvenile river red gum, 20% juncus, 100% leaf litter",2829,3530,1.032,0.032,69,19,13,70,20,11,Loam,5.37,4.17,0.0473,6.2,8.756,346,313,112,92,16400,0,0,434,0,0,22,0,11800,3000,1170,263,0,126,0,138,0,74,0,0,20,n,0.009,1.01,,9.22,0.74,-26.46,3.48,,,,,,,,52.47,6.24,131.69,10.52,0.529,0.857,0.938,9.88,3.372,0.1341,0.0009,29.534,71.6879
FCNSW_041_2019-07-31_T0_P1,FCNSW_041,FC NSW 1001,2019-07-31,0,1,144.425419,-35.733890,,80.570000,4.410000,0.300003,n,0,30,"Few mature RRG, many samplings, some copiced; distrurbed area; 95% litter cover, grey vertosol",2829,3830,1.168,0.168,17,25,58,31,28,42,Clay,6.54,5.16,0.1662,27.0,9.328,2420,1554,430,492,43400,0,10,2130,0,21,44,21,37500,4920,4120,773,0,577,27,196,21,121,0,0,59,n,0.03,1.03,,19.92,1.72,-25.49,2.98,,,,,,,,105.29,18.1,272.94,24.56,8.682,4.82,1.067,29.45,5.907,0.1163,0.0009,31.386,70.0044
FCNSW_042_2019-07-31_T0_P2,FCNSW_042,FC NSW 1002,2019-07-31,0,2,144.425642,-35.734851,,80.779999,4.620000,0.510002,n,0,30,"Sparse mature and juvenile RRG, coverage 10%; disturbed area; 50% litter cover",2829,3700,1.148,0.148,35,26,39,43,29,28,Silty clay loam,6.31,4.67,0.0788,17.0,9.452,1236,846,222,290,30400,0,0,1220,0,13,37,17,28700,4050,2660,795,0,262,20,289,18,132,0,0,51,n,0.022,1.022,,10.94,1.16,-26.46,5.06,,,,,,,,81.45,18.04,192.53,25.89,14.504,2.984,1.138,14.64,4.79,0.0823,0.0007,30.772,70.438
FCNSW_043_2019-07-31_T0_P3,FCNSW_043,FC NSW 1003,2019-07-31,0,3,144.425268,-35.735180,,80.739998,4.579990,0.470001,n,0,30,"Mature RRG, some juveniles, juncus, 90% litter",2829,3340,1.132,0.132,25,31,43,36,35,29,Silty clay,6.36,4.77,0.0991,20.0,14.721,1430,952,264,378,34300,0,0,1580,0,21,39,20,34500,4870,3340,1420,0,352,24,295,19,121,0,0,56,n,0.022,1.022,,17.47,1.56,-24.68,4.15,,,,,,,,80.3,14.73,242.61,27.49,8.87,4.859,1.125,24.07,4.937,0.0965,0.0009,32.347,68.9067
