CombID,UniqueID,PrelimID,Date,Transect,Plot,Easting,Northing,Height,RHeight,RTHeight,TWI,TPI,Slope,planCurv,proCurv,NDVI,VH,VV,Wet,Inun,UDepth,LDepth,Description,CoreVol,CoreMass,MoisFF,Moisture,Sand,Silt,Clay,MSand,MSilt,MClay,Texture,pHw,pHc,EC,CEC,AvailP,ExCa,ExMg,ExNa,ExK,Al,As,B,Ca,Cd,Co,Cr,Cu,Fe,K,Mg,Mn,Mo,Na,Ni,P,Pb,S,Sb,Se,Zn,Fizz,ADMoisture,MoisFAD,TotOC,TotN,d13C,d15N,MTOC,POC,HOC,ROC,DOC,DTN,NO3,NH4,FAA,WHC,Proteolysis,AAMin_k1,AAMin_k2,AAMin_a,AAMin_b,DON,MBC,MBN,MicY,CN,MicCN,Vuln,BD0_30,bdm
FCNSW_011_2019-03-27_T2_P3,FCNSW_011,FC NSW 1023,2019-03-27,2,3,144.384195,-35.780728,80.694283,4.53428,0.674286,6.10975552,-0.022270203,0.474723637,0.142543212,-0.011416793,0.30609268,-18.11599541,-12.10103321,0.525242209,m,0,30,Mainly young RRG 30%; many branches; sedges 5%; Themeda; Litter 90%,2829,3140,1.111,0.111,18,46,36,25,39,35,Silty clay loam,5.22,4.11,0.0564,4529.092046659597,3279.6665207211026,246986.4862778367,242457.3942311771,48914.19410392365,77900.38320254507,8726050.676564157,0,0,244570.97051961825,0,5132.97098621421,12379.518260869565,3925.2131071049835,10205554.078472959,1086982.0911983033,691441.3857900318,377424.33722163306,0,48914.19410392365,5736.849925768823,116548.6353340403,5132.97098621421,40761.82841993637,0,0,15096.973488865322,n,0.024,1.02,6597.3774146341475,362.32736373276776,-22.23,2.59,6702.441984534651,1031.8461870311924,3258.0451365098693,1580.08419000724,27352.163732767764,3309.4934040296926,1134.641164369035,351.37465747614,353.4467910922587,6648.707124496288,1750.9469852386003,0.0924,8e-4,32.453,68.5814,1823.4775821845176,104876.27378343348,3729.840509013786,0.6787925696594427,18.208333333333336,28.11816578483245,0.21327379187153764,0.9867302933898904,0.111
FCNSW_012_2019-03-27_T2_P4,FCNSW_012,FC NSW 1024,2019-03-27,2,4,144.384389,-35.780678,80.019997,3.85999,0,5.48051739,-0.021560669,4.549061775,-0.257610708,-0.013795063,0.30609268,-18.11599541,-12.10103321,0.525242209,y,0,30,Mature RRG + saplings 30%; Juncus 10%; Litter 70%,2829,3430,1.076,0.076,22,47,31,31,39,31,Silty clay loam,5.4,4.13,0.0316,4456.541166489926,4257.025246574762,268763.7134252387,237225.11440084837,49364.76369034995,54164.11571580064,8021774.099681867,0,0,259850.63109225873,0,0,12341.190922587488,4113.730307529163,8947363.418875929,953014.1879109227,613631.4375397668,207057.7588123012,0,44908.22252386003,5142.162884411453,113813.2051749735,5827.784602332981,25368.003563096503,0,0,14398.05607635207,n,0.019,1.02,2889.8955410392364,315.3859902439025,-26.05,3.41,3722.1523858949727,493.7901855433051,1920.1932848617746,921.5125387549656,16851.506341463417,1851.8508165429482,415.4060996818664,193.25121951219512,200.64517921527042,4699.936876352069,1896.772482629905,0.0957,8e-4,30.669,70.3158,1243.1934973488865,46813.474160480735,2446.728483563097,0.6963008294317561,9.16304347826087,19.133089133089126,0.17376541281632057,1.1202969247083776,0.076
FCNSW_013_2019-03-25_T3_P1,FCNSW_013,FC NSW 1031,2019-03-25,3,1,144.42359,-35.862426,82.900002,6.74,0,8.41408253,-0.022506714,0.333277375,-2.000254393,-8.48e-7,0.357142866,-16.90939331,-11.51011944,0.55897069,n,0,30,"Red gum, Black box, juncus",2829,3400,1.09,0.09,25,41,34,30,40,30,Silty clay loam,5.41,4.24,0.0607,5019.957582184517,2763.653980911982,240288.63626723224,266057.7518557794,58900.835630965004,87012.5980911983,8935524.496288441,0,0,259699.1389183457,0,6693.276776246023,13051.889713679744,5019.957582184517,10943507.529162247,1218176.3732767762,763033.5524920466,455142.82078472956,0,66932.76776246024,7027.9406150583245,94709.86638388124,5354.621420996818,33466.38388123012,0,0,16733.19194061506,n,0.019,1.02,5752.871389183458,331.3172004241781,-29.84,4.64,5303.778323425959,877.2643160835589,2719.6342396008863,1269.6406708532638,32829.86638388123,4262.042417815483,445.8903499469777,996.7732767762459,578.1153764581125,6392.079321314953,1441.3971537645812,0.0883,7e-4,30.801,70.033,2819.3787910922583,70046.08931306703,2290.150583244963,0.6945375567764841,17.363636363636363,30.585800700413877,0.2199057061183303,1.0936726758571933,0.09
FCNSW_014_2019-03-25_T3_P2,FCNSW_014,FC NSW 1032,2019-03-25,3,2,144.424764,-35.862395,82.980003,6.82,0.080002,6.81765938,-0.068756104,1.581074476,-0.091420814,-0.007442566,0.351129353,-17.4425106,-11.66532421,0.544068336,n,0,30,"Red gum, grey box, juncus, ""cherry berry""",2829,3360,1.097,0.097,23,41,36,30,39,30,Silty clay loam,5.72,4.52,0.068,5250.921060445387,3163.02357378579,301927.9609756098,304881.6040721103,77451.08564156946,112238.43766702017,9845476.988335103,0,0,288144.29319194064,0,4922.738494167551,13127.302651113469,4922.738494167551,10140841.297985155,1355393.9987274657,823738.24135737,347873.5202545069,0,94844.76165429482,6563.651325556734,79091.99847295864,5579.103626723224,35443.71715800636,0,0,17065.493446447508,n,0.021,1.02,4309.037095227996,361.0008229056204,-26.55,3.67,4863.675195477522,757.5995401852414,2432.6952933584334,1239.2030093241935,32667.03524920467,4317.852979851538,1320.452207847296,1280.2337560975611,425.0285980911983,7551.4808500530235,1356.706728992577,0.0885,8e-4,34.016,67.1385,1717.1670159066805,52430.56118769885,1981.9653022269354,0.6637223257492252,11.936363636363636,26.453823953823957,0.2063236717726501,1.072492046659597,0.097
FCNSW_015_2019-03-25_T3_P3,FCNSW_015,FC NSW 1033,2019-03-25,3,3,144.42555,-35.86226,83.300003,7.14,0.400002,6.60462236,-0.00868988,1.24843967,0.464881808,0.012341132,0.366065472,-16.95499229,-11.53086758,0.557696044,n,0,30,"Grey box, sparse juncus, last logged >10 years ago",2829,3200,1.092,0.092,20,51,29,25,43,32,Silty clay loam,5.27,4.18,0.0653,4085.7111346765637,3210.1118099681867,218742.68844114526,212142.69353128312,51542.81739130435,72285.65853658537,8234279.363732767,0,0,224714.112407211,0,5657.13849416755,12571.418875927888,4085.7111346765637,9742849.628844114,1203713.3573700953,738570.8589607634,364571.1474019088,0,61285.66702014846,5971.423966065747,91142.7868504772,5028.567550371155,37399.97115588547,0,0,16028.559066808059,n,0.019,1.02,5723.138443266172,392.8568398727465,-30.51,4,5587.050923078583,1006.4409360560729,2643.4996805013584,1197.840057099782,45820.97306468717,2788.513255567338,353.7252173913043,229.24352067868503,465.26574761399786,7640.2798218451735,1698.712975609756,0.0793,9e-4,33.155,67.8751,2205.5445174973493,19733.56710262754,2779.269565217391,0.6718304742843965,14.568000000000001,7.100271002710025,0.26200258368310336,1.0270767055496641,0.092
FCNSW_016_2019-03-25_T3_P4,FCNSW_016,FC NSW 1034,2019-03-25,3,4,144.42597,-35.862151,83.5,7.34,0.599998,5.88073301,0.079368591,0.689953506,-1.712836146,0.005568054,0.399644762,-16.966362,-11.61480141,0.557378232,n,0,30,"Very mature red gum, cherry bush",2829,2840,1.097,0.097,15,59,26,25,45,30,Silty clay loam,5.62,4.69,0.0651,3883.4937009544014,3896.5311440933197,300693.3694167551,209986.05225874868,40499.29145281018,86546.43104984093,6796113.976670201,0,0,324549.11643690354,0,0,10263.51906680806,3328.708886532344,5769762.069989396,1045769.375185578,693481.0180275716,130651.8237963945,0,43828.00033934252,4993.063329798515,73786.38031813361,4438.278515376458,34951.44330858961,0,0,13037.443138918346,n,0.018,1.02,3963.937499045599,391.12329416755034,-27.39,3.75,5221.997924245495,1131.6551745810382,2439.021394753802,1171.733923333149,31018.998006362675,3576.186426299046,1043.21301378579,496.3148462354189,363.87356945917287,7059.636763520679,1645.4917595758222,0.1073,0.001,30.521,70.2519,2036.658566277837,63123.392011311415,4139.129840933193,0.6971308754635422,10.134751773049645,15.250401518469845,0.31341231262953906,0.9065111346765642,0.097
FCNSW_017_2019-03-27_T4_P1,FCNSW_017,FC NSW 1041,2019-03-27,4,1,144.34441,-35.74825,80.510002,4.35,1.200005,5.51209164,0.236251831,2.315444231,0.175042644,-7.19239e-4,0.296137333,-18.70361137,-13.6072979,0.508816421,n,0,30,"Mature RRG + saplings, Juncus, litter 75%",2829,3480,1.109,0.109,21,33,46,31,28,41,Silty clay,5.21,4.52,0.2586,7450.838685047719,2826.9159320042418,544588.5729798515,417585.6408483563,104311.74159066807,125309.5597030753,15104882.061505832,0,0,562199.6462354189,0,7450.838685047719,16933.72428419936,7112.164199363731,14359798.19300106,1510488.2061505832,1019410.2019088017,480917.76967126195,0,160193.03172852597,9144.211113467656,132421.72390243903,7450.838685047719,49446.47490986214,0,0,19643.120169671263,n,0.03,1.03,5008.995643266171,457.2105556733828,-23.83,4.51,8094.047270079283,1127.2793850385372,4080.8802494112433,2098.245709083218,46658.16458112407,7786.22506892895,2899.119359490986,2398.9990752916224,339.6609162248144,8588.784956945916,2285.0367549098623,0.0729,8e-4,35.466,65.6511,2488.106634146341,38770.3737009544,914.0923011664903,0.649258137347689,10.955555555555554,42.41406874500398,0.18243346916870384,1.096033934252386,0.109
FCNSW_018_2019-03-27_T4_P2,FCNSW_018,FC NSW 1042,2019-03-27,4,2,144.34441,-35.74903,79.57,3.41,0.260002,6.6422267,-0.118591309,1.536560416,-1.559445858,-0.026031157,0.354838699,-17.45869637,-12.04752541,0.543615878,n,0,30,"Mix mature and juv RRG 30%, 1% juncus, pig disturbance",2829,3430,1.12,0.12,23,25,52,34,30,36,Clay,5.2,4.27,0.0752,6856.217179215271,4344.882772428421,478629.25641569466,316691.9363732768,58114.60275715801,103822.71728525982,9174271.55885472,0,0,483200.06786850485,0,0,12406.488229056204,4897.297985153765,6790919.872746554,956605.5397667021,688886.583244963,175976.24093319196,0,50931.89904559916,5223.784517497349,91416.22905620362,6203.244114528102,81948.11961823965,0,0,16324.326617179217,n,0.024,1.02,8217.666019088017,535.4379130434783,-24.87,3.31,7264.222204284318,1330.5514799870712,3446.0129412683614,1668.27202865449,31163.459597030756,4647.631813361612,3060.6511983032874,748.0382608695653,303.1203393425239,5324.99534252386,1894.60134718982,0.0864,0.001,30.263,70.7067,838.9423541887595,79160.53634971134,3674.57391304348,0.7002764195595312,15.347560975609758,21.542779713511415,0.2601637350699178,1.0669494521032168,0.12
FCNSW_019_2019-03-27_T4_P3,FCNSW_019,FC NSW 1043,2019-03-27,4,3,144.34407,-35.74957,79.440002,3.28,0.130005,6.15127707,0.06312561,2.136120081,-0.578973353,-0.016373023,0.390087008,-17.11717606,-11.66590691,0.553162456,n,0,30,"Mature RRG, pig disturbance, litter 80%",2829,3310,1.103,0.103,26,27,47,38,29,33,Silty clay,5.24,4.29,0.0614,5459.56243902439,5953.492264390245,415569.04682926834,255957.13317073174,44961.1024390244,82856.88878048782,8735299.902439024,0,0,404649.9219512195,0,0,11561.426341463413,4174.959512195122,5748598.097560976,950606.1658536587,594128.8536585366,108870.0980487805,0,44639.95170731708,4496.11024390244,72901.21609756097,5459.56243902439,43355.3487804878,0,0,14451.78292682927,n,0.021,1.02,5305.410087804879,443.1880097560976,-30.57,3.38,7175.810415435367,1525.631374980751,3107.796521586805,1360.46581520713,26151.744878048783,3831.7690243902443,2252.148219512195,758.1676097560976,298.16641463414635,5642.618356097561,1742.88502097561,0.0965,8e-4,29.462,71.4405,821.4531951219515,75550.88455284553,4143.474146341464,0.7080151631525482,11.971014492753623,18.233704829449508,0.34143728814173,1.0495121951219513,0.103
FCNSW_020_2019-03-27_T4_P4,FCNSW_020,FC NSW 1044,2019-03-27,4,4,144.34419,-35.75001,79.309998,3.14999,0,6.41605902,0.007492065,0.527038217,-0.417824209,-0.011131082,0.322068959,-17.62003708,-12.65488815,0.539105892,n,0,30,"60% mature RRG, disturbance by pigs, 40% litter",2829,3810,1.104,0.104,21,31,49,31,32,37,Silty clay,5.21,4.22,0.0597,6277.263881230117,6290.187659809121,463779.02557794284,276938.11240721104,48741.107783669155,98959.21883351008,10080547.291622484,0,0,424638.43902439025,0,0,14031.531028632027,5169.511431601274,6646514.697773065,1159447.5639448569,683114.0106044539,140315.31028632028,0,50587.361866383886,5908.013064687169,88620.19597030754,6646.514697773065,49479.60941675504,0,0,16985.537560975612,n,0.021,1.02,3696.2006735949103,443.10097985153766,-28.12,3.05,6114.7915169192875,1195.695521944544,2784.268539722154,1241.0574279266139,28034.101208907745,4890.763266171793,2023.6392788971368,1235.5421930010605,380.11113467656423,5405.83195418876,1895.3644413149525,0.1053,8e-4,33.84,67.6345,1631.5817942735948,52684.60996818665,2490.63295864263,0.6665172038295335,8.341666666666667,21.153100775193806,0.2970431541580126,1.2067020148462355,0.104
FCNSW_021_2019-03-27_T5_P1,FCNSW_021,FC NSW 1051,2019-03-27,5,1,144.29449,-35.72734,80.019997,3.85999,1.099998,6.9005394,0.04964447,0.495429456,1.667062998,0.008091221,0.213511005,-20.73360252,-14.29926205,0.452071577,n,0,30,"RRG 20%, litter 50%",2829,4290,1.042,0.042,31,47,22,38,41,21,Silty loam,5.84,4.74,0.0659,3081.2754400848357,1319.6662527677624,292280.98460233293,249583.31064687166,77472.06820784729,56343.32233297985,6998897.07104984,0,0,337179.5695864263,0,0,11004.555143160125,0,8143370.805938493,1056437.2937433722,704291.529162248,266310.234464475,0,80113.16144220572,5282.186468716861,82754.25467656415,5282.186468716861,18927.83484623542,0,0,13645.648377518555,n,0.011,1.01,3054.8645077412516,321.33301018027566,-29.94,3.66,4095.235251337153,630.3893562501303,2077.6218670395947,1124.08299717936,16548.235991516434,3809.101463414634,3291.7784156945913,228.80758218451749,216.60451113467653,3759.1560369034987,2441.6906951643687,0.1164,9e-4,29.364,71.4312,288.51546553552487,59620.71855779427,2710.82506892895,0.7086766036477927,9.506849315068495,21.993569131832803,0.1968917757833096,1.452746553552492,0.042
