CombID,UniqueID,PrelimID,Date,Transect,Plot,Easting,Northing,Height,RHeight,RTHeight,TWI,TPI,Slope,planCurv,proCurv,NDVI,VH,VV,Wet,Inun,UDepth,LDepth,Description,CoreVol,CoreMass,MoisFF,Moisture,Sand,Silt,Clay,MSand,MSilt,MClay,Texture,pHw,pHc,EC,CEC,AvailP,ExCa,ExMg,ExNa,ExK,Al,As,B,Ca,Cd,Co,Cr,Cu,Fe,K,Mg,Mn,Mo,Na,Ni,P,Pb,S,Sb,Se,Zn,Fizz,ADMoisture,MoisFAD,TotOC,TotN,d13C,d15N,MTOC,POC,HOC,ROC,DOC,DTN,NO3,NH4,FAA,WHC,Proteolysis,AAMin_k1,AAMin_k2,AAMin_a,AAMin_b,DON,MBC,MBN,MicY,CN,MicCN,Vuln,BD0_30,bdm,TotalPLFA,Bac,Fun,Gpos,Gneg,Act,F_B,Gp_Gn,Act_Gp
FCNSW_001_2019-03-26_T0_P1,FCNSW_001,FC NSW 1001,26/3/19,0,1,144.425419,-35.73389,80.57,4.41,0.300003,6.71210527,-0.004798889,1.554801583,0.826143622,0.00289604,0.22334455,-20.61222839,-14.67632008,0.455464363,n,0,30,"Few mature RRG, many samplings, some copiced; distrurbed area; 95% litter cover, grey vertosol",2829,3830,1.109,0.109,17,25,58,31,28,42,Clay,6.31,5.3,0.1482,27.81,7.79813,2492.6,1600.62,442.9,506.76,44702,0,10.3,2193.9,0,21.63,45.32,21.63,38625,5067.6,4243.6,796.19,0,594.31,27.81,201.88,21.63,124.63,0,0,60.77,n,0.031,1.03,11.3609,1.1124,-31.86,3.64,16.32114993,2.617246843,8.350857607,3.615036486,128.38,23.32,6.594,5.871,1.687,30.3335,6.5817,0.1327,0.001,28.851,72.512,10.855,772.1777778,47.18,0.715369514,10.21296296,16.3666337,0.218725556,1.206267232,0.109,1305.626567,889.7313855,133.6905676,394.0272517,153.6087651,30.07588311,0.150259471,394.2230471,0.076329449
FCNSW_002_2019-03-26_T0_P2,FCNSW_002,FC NSW 1002,26/3/19,0,2,144.425642,-35.734851,80.779999,4.62,0.510002,7.05519724,0.040008545,0.70707798,0.471404523,0.009998843,0.233193278,-21.22720528,-14.93515873,0.438273758,n,0,30,"Sparse mature and juvenile RRG, coverage 10%; disturbed area; 50% litter cover",2829,3700,1.069,0.069,35,26,39,43,29,28,Silty clay loam,5.85,4.61,0.076,17.34,12.68268,1260.72,862.92,226.44,295.8,31008,0,0,1244.4,0,13.26,37.74,17.34,29274,4131,2713.2,810.9,0,267.24,20.4,294.78,18.36,134.64,0,0,52.02,n,0.02,1.02,18.5844,1.2342,-29.14,5.05,15.44804588,2.395522793,8.47824328,3.536093227,117.2,22.3,11.121,6.281,1.364,14.9328,4.71648,0.1116,9.00E-04,29.344,71.3591,4.898,224.2666667,20.82,0.708608772,15.05785124,10.77169388,0.199388688,1.217638742,0.069,1226.392134,816.7681078,127.272451,361.439123,145.0638112,34.87782494,0.155824462,361.6795539,0.096497094
FCNSW_003_2019-03-26_T0_P3,FCNSW_003,FC NSW 1003,26/3/19,0,3,144.425268,-35.73518,80.739998,4.57999,0.470001,5.73089361,0.0625,2.748800039,-0.128364027,0.005745502,0.2588076,-19.21430779,-12.32167244,0.494540811,n,0,30,"Mature RRG, some juveniles, juncus, 90% litter",2829,3340,1.085,0.085,25,31,43,36,35,29,Silty clay,6.06,4.86,0.0908,20.4,10.87014,1458.6,971.04,269.28,385.56,34986,0,0,1611.6,0,21.42,39.78,20.4,35190,4967.4,3406.8,1448.4,0,359.04,24.48,300.9,19.38,123.42,0,0,57.12,n,0.023,1.02,15.0246,1.1628,-23.55,3.95,17.72720614,2.534556587,8.978239964,4.788105212,94.16,24.93,12.825,8.751,1.52,24.5514,5.41212,0.0963,9.00E-04,32.725,68.435,3.354,337.8444444,16.1,0.67650257,12.92105263,20.98412698,0.184112526,1.080275716,0.085,1221.885759,720.262772,119.4172469,309.5479994,132.9017523,36.76891039,0.165796778,309.8246617,0.118782581
FCNSW_004_2019-03-26_T0_P4,FCNSW_004,FC NSW 1004,26/3/19,0,4,144.425377,-35.735393,80.269997,4.10999,0,6.21222591,0.040000916,1.699662209,-0.755148768,-4.97E-04,0.26001513,-18.35289383,-12.24174213,0.518620133,n,0,30,"Young RRG ~5m height, 5% juncus, 10% canopy, 90% litter",2829,3240,1.037,0.037,63,21,16,63,24,14,Loam,5.44,4.43,0.0644,9.09,14.08849,743.36,413.09,115.14,165.64,14443,0,0,707,0,0,20.2,0,12524,2383.6,1403.9,181.8,0,106.05,0,189.88,10.1,125.24,0,0,27.27,n,0.011,1.01,19.3112,1.1514,-30.91,3.39,15.81753454,3.587459281,7.629279866,3.300175966,76.87,13.09,4.945,2.875,0.988,19.796,4.37431,0.0991,9.00E-04,31.642,69.3009,5.27,260.1555556,7.92,0.686535655,16.77192982,32.84792368,0.328237685,1.10290562,0.037,1217.813065,756.3198846,125.3301732,325.2541833,150.1216759,41.22181635,0.165710536,325.5287727,0.126737236
FCNSW_005_2019-03-26_T1_P1,FCNSW_005,FC NSW 1011,26/3/19,1,1,144.417459,-35.745008,81.370003,5.21,1.810005,5.40099144,0.101257324,0.687176883,1.027360559,0.01627399,0.338012546,-19.12982559,-12.73651791,0.496902347,n,0,30,"Mature grey box, 30% canopy; 5% bluebush; 2% moss; 60% litter",2829,3560,1.065,0.065,58,24,18,54,26,20,Loam,8.34,7.35,0.2252,19.38,41.50584,2160.36,848.64,180.54,569.16,29580,0,18.36,14790,0,11.22,30.6,24.48,25194,6732,5977.2,1468.8,0,333.54,25.5,1050.6,13.26,174.42,0,0,69.36,y,0.02,1.02,19.0638,1.53,-25.25,5.12,25.62706371,4.456327153,14.23593125,7.608379839,205.78,28.25,14.201,2.058,0.659,27.9174,5.07246,0.1137,0.0014,26.323,73.2772,11.991,343.8,20.84,0.735713382,12.46,16.49712092,0.204004014,1.176599505,0.065,1332.312939,698.6653338,124.9294271,227.1115476,189.4106701,15.30434775,0.178811544,227.1923474,0.06738692
FCNSW_006_2019-03-26_T1_P2,FCNSW_006,FC NSW 1012,26/3/19,1,2,144.417561,-35.745289,80.519997,4.35999,0.959999,5.79950857,-0.011253357,2.007002115,0.251950651,0.002717752,0.243641719,-18.76263237,-13.29092598,0.507166624,n,0,30,"Mature RRG, 10% cover; 1% small saplings; 75% litter cover",2829,3790,1.102,0.102,29,22,49,36,29,35,Clay,5.99,4.93,0.1188,23.46,8.8485,1764.6,1400.46,352.92,524.28,38658,0,0,1621.8,0,20.4,41.82,20.4,33150,5038.8,3651.6,1203.6,0,424.32,26.52,223.38,22.44,123.42,0,0,60.18,n,0.023,1.02,19.2372,1.1322,-26.45,3.91,15.37254931,2.738660388,8.305689735,3.07034116,84.18,20.12,12.21,4.961,0.933,14.3106,3.98208,0.1165,8.00E-04,31.704,69.5859,2.949,329.9111111,15,0.68699742,16.99099099,21.99407407,0.240739535,1.203047013,0.102,1373.784496,821.3708374,122.338993,368.7286644,140.2896473,51.71704883,0.148944895,369.0973092,0.140257739
FCNSW_007_2019-03-26_T1_P3,FCNSW_007,FC NSW 1013,26/3/19,1,3,144.417647,-35.745413,80.190002,4.03,0.630005,5.52647734,-0.041252136,4.844833851,0.027444854,-0.002432437,0.231274635,-18.93504143,-13.30503273,0.502347231,m,0,30,"Mature RRG, 10% cover; Juvenile RRG 1%; Juncus 1%; Chenopod 1%; Litter 60%",2829,3840,1.087,0.087,39,24,38,43,27,30,Clay loam,5.6,4.61,0.1086,20.4,11.22714,1487.16,987.36,224.4,344.76,28356,0,0,1846.2,0,12.24,33.66,16.32,25908,3845.4,2346,563.04,0,282.54,17.34,251.94,18.36,186.66,0,0,47.94,n,0.019,1.02,24.0822,1.2036,-27.48,2.8,25.23859709,4.325084536,11.8546038,6.185802409,103.44,23.41,17.278,4.789,1.128,23.511,4.53288,0.0978,9.00E-04,31.431,69.4849,1.343,234.4888889,11.18,0.688542638,20.00847458,20.97396144,0.239744299,1.239278897,0.087,1333.305467,815.3109203,105.3169586,367.8101878,139.0667654,48.37393026,0.129173983,368.1580346,0.131518734
FCNSW_008_2019-03-26_T1_P4,FCNSW_008,FC NSW 1014,26/3/19,1,4,144.417776,-35.745531,79.559998,3.39999,0,5.54051876,-0.140914917,2.687362432,-0.272436529,-0.017103843,0.255311728,-18.23065758,-13.34630299,0.522037029,y,0,30,"Mature RRG <10%; Juncus 5%, lots of dead wood; 50% litter",2829,3740,1.048,0.048,55,23,23,58,23,19,Loam,5.72,4.72,0.0747,9.999,13.48047,888.8,516.11,137.36,206.04,16059,0,0,854.46,0,0,22.22,0,12827,2575.5,1454.4,213.11,0,145.44,10.1,169.68,12.12,114.13,0,0,30.3,n,0.012,1.01,11.9988,1.1009,-27.63,3.3,15.1239071,3.388647446,6.985789221,3.118590626,62.18,16.83,13.413,3.622,0.779,14.1198,3.83295,0.115,9.00E-04,29.53,71.1897,0,245.2888889,8.86,0.706810088,10.89908257,27.68497617,0.335364218,1.258564864,0.048,1273.734635,766.3041223,97.21741596,339.1223515,134.2198678,37.39107436,0.126865318,339.4009323,0.11025836
FCNSW_009_2019-03-27_T2_P1,FCNSW_009,FC NSW 1021,27/3/19,2,1,144.382395,-35.780812,81.239998,5.07999,1.220001,7.23809719,0.17250061,1.16666162,0.571407795,-0.003333365,0.250952989,-18.94776344,-13.32353306,0.50199157,n,0,30,"Recently thinned RRG, some coppiced, some dead RRG ~20m, RRG cover ~15%; litter 40%",2829,3430,1.123,0.123,17,26,57,28,31,42,Silty clay,5.26,4.2,0.1498,25.75,10.84693,1522.34,1371.96,344.02,354.32,45732,0,0,1380.2,0,14.42,51.5,18.54,41715,4099.4,3059.1,625.21,0,428.48,25.75,225.57,20.6,182.31,0,0,56.65,n,0.031,1.03,11.5566,1.1536,-26.43,3.82,19.98899549,3.451237937,10.25113797,4.093408607,114.26,15.43,5.025,3.894,0.991,14.6878,4.39913,0.0786,7.00E-04,32.314,68.7586,6.511,238.0666667,9.06,0.680289218,10.01785714,26.27667403,0.240595819,1.063312124,0.123,1157.0987,692.7000424,110.2460139,294.9468444,129.743281,35.75412875,0.159154045,295.2224203,0.121222279
FCNSW_010_2019-03-27_T2_P2,FCNSW_010,FC NSW 1022,27/3/19,2,2,144.383235,-35.780596,80.730003,4.57,0.710007,5.86268425,0.058128357,1.740020871,-0.196182489,-0.002138764,0.244531512,-18.92961693,-13.51634502,0.502498865,n,0,30,"Very disturbed site, RRG 5% coppiced / thinned, few chenopods",2829,4030,1.11,0.11,16,40,44,25,35,41,Silty clay,5.04,3.88,0.0581,20.6,11.82646,824,891.98,189.52,238.96,27707,0,0,744.69,0,17.51,40.17,15.45,35329,2873.7,2060,1143.3,0,173.04,18.54,369.77,21.63,130.81,0,0,53.56,n,0.025,1.03,13.2252,1.3081,-21.36,3.01,20.29704173,2.687585436,9.832092435,4.909822058,77.18,13.69,6.436,2.926,0.777,20.291,4.69268,0.0732,6.00E-04,33.834,67.32,4.328,239.8888889,7.8,0.6655199,10.11023622,30.75498575,0.182309119,1.267833157,0.11,1085.580024,612.4341973,87.3170789,270.4385922,107.8886643,30.60749673,0.142573813,270.7222874,0.113177252
FCNSW_011_2019-03-27_T2_P3,FCNSW_011,FC NSW 1023,27/3/19,2,3,144.384195,-35.780728,80.694283,4.53428,0.674286,6.10975552,-0.022270203,0.474723637,0.142543212,-0.011416793,0.30609268,-18.11599541,-12.10103321,0.525242209,m,0,30,Mainly young RRG 30%; many branches; sedges 5%; Themeda; Litter 90%,2829,3140,1.111,0.111,18,46,36,25,39,35,Silty clay loam,5.22,4.11,0.0564,15.3,11.07924,834.36,819.06,165.24,263.16,29478,0,0,826.2,0,17.34,41.82,13.26,34476,3672,2335.8,1275,0,165.24,19.38,393.72,17.34,137.7,0,0,51,n,0.024,1.02,22.287,1.224,-22.23,2.59,22.64192498,3.485742065,11.00619949,5.337778049,92.4,11.18,3.833,1.187,1.194,22.4604,5.91498,0.0924,8.00E-04,32.453,68.5814,6.16,354.2888889,12.6,0.67879257,18.20833333,28.11816578,0.213273792,0.986730293,0.111,1380.374317,827.4961864,117.4292958,363.0537114,155.3823998,45.18532335,0.141909169,363.3445121,0.124459059
FCNSW_012_2019-03-27_T2_P4,FCNSW_012,FC NSW 1024,27/3/19,2,4,144.384389,-35.780678,80.019997,3.85999,0,5.48051739,-0.021560669,4.549061775,-0.257610708,-0.013795063,0.30609268,-18.11599541,-12.10103321,0.525242209,y,0,30,Mature RRG + saplings 30%; Juncus 10%; Litter 70%,2829,3430,1.076,0.076,22,47,31,31,39,31,Silty clay loam,5.4,4.13,0.0316,13.26,12.66636,799.68,705.84,146.88,161.16,23868,0,0,773.16,0,0,36.72,12.24,26622,2835.6,1825.8,616.08,0,133.62,15.3,338.64,17.34,75.48,0,0,42.84,n,0.019,1.02,8.5986,0.9384,-26.05,3.41,11.0748984,1.469224139,5.713346294,2.741869941,50.14,5.51,1.236,0.575,0.597,13.9842,5.64366,0.0957,8.00E-04,30.669,70.3158,3.699,139.2888889,7.28,0.696300829,9.163043478,19.13308913,0.173765413,1.120296925,0.076,967.5500041,567.9022232,81.12065048,260.1911323,102.2442954,23.13351979,0.142842636,260.4173896,0.088909716
FCNSW_013_2019-03-25_T3_P1,FCNSW_013,FC NSW 1031,25/3/19,3,1,144.42359,-35.862426,82.900002,6.74,0,8.41408253,-0.022506714,0.333277375,-2.000254393,-8.48E-07,0.357142866,-16.90939331,-11.51011944,0.55897069,n,0,30,"Red gum, Black box, juncus",2829,3400,1.09,0.09,25,41,34,30,40,30,Silty clay loam,5.41,4.24,0.0607,15.3,8.42316,732.36,810.9,179.52,265.2,27234,0,0,791.52,0,20.4,39.78,15.3,33354,3712.8,2325.6,1387.2,0,204,21.42,288.66,16.32,102,0,0,51,n,0.019,1.02,17.5338,1.0098,-29.84,4.64,16.16503865,2.673756464,8.288995113,3.869654663,100.06,12.99,1.359,3.038,1.762,19.482,4.39314,0.0883,7.00E-04,30.801,70.033,8.593,213.4888889,6.98,0.694537557,17.36363636,30.5858007,0.219905706,1.093672676,0.09,1294.988741,791.2586811,116.6335339,349.2219929,151.3817655,37.56106983,0.147402533,349.4701144,0.107556427
FCNSW_014_2019-03-25_T3_P2,FCNSW_014,FC NSW 1032,25/3/19,3,2,144.424764,-35.862395,82.980003,6.82,0.080002,6.81765938,-0.068756104,1.581074476,-0.091420814,-0.007442566,0.351129353,-17.4425106,-11.66532421,0.544068336,n,0,30,"Red gum, grey box, juncus, ""cherry berry""",2829,3360,1.097,0.097,23,41,36,30,39,30,Silty clay loam,5.72,4.52,0.068,16.32,9.83076,938.4,947.58,240.72,348.84,30600,0,0,895.56,0,15.3,40.8,15.3,31518,4212.6,2560.2,1081.2,0,294.78,20.4,245.82,17.34,110.16,0,0,53.04,n,0.021,1.02,13.3926,1.122,-26.55,3.67,15.11642972,2.354639187,7.560880602,3.851475366,101.53,13.42,4.104,3.979,1.321,23.4702,4.21668,0.0885,8.00E-04,34.016,67.1385,5.337,162.9555556,6.16,0.663722326,11.93636364,26.45382395,0.206323672,1.072492047,0.097,1031.88096,624.9614326,88.70907907,272.9314118,111.4933645,35.83183487,0.141943286,273.2527926,0.131285126
FCNSW_015_2019-03-25_T3_P3,FCNSW_015,FC NSW 1033,25/3/19,3,3,144.42555,-35.86226,83.300003,7.14,0.400002,6.60462236,-0.00868988,1.24843967,0.464881808,0.012341132,0.366065472,-16.95499229,-11.53086758,0.557696044,n,0,30,"Grey box, sparse juncus, last logged >10 years ago",2829,3200,1.092,0.092,20,51,29,25,43,32,Silty clay loam,5.27,4.18,0.0653,13.26,10.41828,709.92,688.5,167.28,234.6,26724,0,0,729.3,0,18.36,40.8,13.26,31620,3906.6,2397,1183.2,0,198.9,19.38,295.8,16.32,121.38,0,0,52.02,n,0.019,1.02,18.5742,1.275,-30.51,4,18.1325338,3.26636083,8.579364671,3.887538456,148.71,9.05,1.148,0.744,1.51,24.7962,5.5131,0.0793,9.00E-04,33.155,67.8751,7.158,64.04444444,9.02,0.671830474,14.568,7.100271003,0.262002584,1.027076706,0.092,1134.061506,704.9607019,93.65993512,303.3695557,153.3372573,37.0705153,0.132858378,303.6113137,0.122195898
FCNSW_016_2019-03-25_T3_P4,FCNSW_016,FC NSW 1034,25/3/19,3,4,144.42597,-35.862151,83.5,7.34,0.599998,5.88073301,0.079368591,0.689953506,-1.712836146,0.005568054,0.399644762,-16.966362,-11.61480141,0.557378232,n,0,30,"Very mature red gum, cherry bush",2829,2840,1.097,0.097,15,59,26,25,45,30,Silty clay loam,5.62,4.69,0.0651,14.28,14.32794,1105.68,772.14,148.92,318.24,24990,0,0,1193.4,0,0,37.74,12.24,21216,3845.4,2550,480.42,0,161.16,18.36,271.32,16.32,128.52,0,0,47.94,n,0.018,1.02,14.5758,1.4382,-27.39,3.75,19.20181571,4.16121079,8.968528907,4.308584412,114.06,13.15,3.836,1.825,1.338,25.959,6.05064,0.1073,0.001,30.521,70.2519,7.489,232.1111111,15.22,0.697130875,10.13475177,15.25040152,0.313412313,0.906511135,0.097,1515.585312,912.3008693,124.8866684,402.5092567,151.3486926,55.70031822,0.136891976,402.8772831,0.138382701
FCNSW_017_2019-03-27_T4_P1,FCNSW_017,FC NSW 1041,27/3/19,4,1,144.34441,-35.74825,80.510002,4.35,1.200005,5.51209164,0.236251831,2.315444231,0.175042644,-7.19E-04,0.296137333,-18.70361137,-13.6072979,0.508816421,n,0,30,"Mature RRG + saplings, Juncus, litter 75%",2829,3480,1.109,0.109,21,33,46,31,28,41,Silty clay,5.21,4.52,0.2586,22.66,8.59741,1656.24,1269.99,317.24,381.1,45938,0,0,1709.8,0,22.66,51.5,21.63,43672,4593.8,3100.3,1462.6,0,487.19,27.81,402.73,22.66,150.38,0,0,59.74,n,0.03,1.03,15.2337,1.3905,-23.83,4.51,24.61616992,3.428359134,12.41105201,6.381328301,141.9,23.68,8.817,7.296,1.033,26.1208,6.94941,0.0729,8.00E-04,35.466,65.6511,7.567,117.9111111,2.78,0.649258137,10.95555556,42.41406875,0.182433469,1.096033934,0.109,1110.031386,630.917874,110.6516021,264.9825111,103.8088494,33.41442336,0.175381942,265.3043952,0.126100486
FCNSW_018_2019-03-27_T4_P2,FCNSW_018,FC NSW 1042,27/3/19,4,2,144.34441,-35.74903,79.57,3.41,0.260002,6.6422267,-0.118591309,1.536560416,-1.559445858,-0.026031157,0.354838699,-17.45869637,-12.04752541,0.543615878,n,0,30,"Mix mature and juv RRG 30%, 1% juncus, pig disturbance",2829,3430,1.12,0.12,23,25,52,34,30,36,Clay,5.2,4.27,0.0752,21.42,13.57416,1495.32,989.4,181.56,324.36,28662,0,0,1509.6,0,0,38.76,15.3,21216,2988.6,2152.2,549.78,0,159.12,16.32,285.6,19.38,256.02,0,0,51,n,0.024,1.02,25.6734,1.6728,-24.87,3.31,22.69467777,4.156871341,10.76593627,5.211968338,97.36,14.52,9.562,2.337,0.947,16.6362,5.91906,0.0864,0.001,30.263,70.7067,2.621,247.3111111,11.48,0.70027642,15.34756098,21.54277971,0.260163735,1.066949452,0.12,1632.045538,958.8648538,132.8914454,414.7810519,199.5003875,56.48854672,0.138592467,415.064202,0.136188831
FCNSW_019_2019-03-27_T4_P3,FCNSW_019,FC NSW 1043,27/3/19,4,3,144.34407,-35.74957,79.440002,3.28,0.130005,6.15127707,0.06312561,2.136120081,-0.578973353,-0.016373023,0.390087008,-17.11717606,-11.66590691,0.553162456,n,0,30,"Mature RRG, pig disturbance, litter 80%",2829,3310,1.103,0.103,26,27,47,38,29,33,Silty clay,5.24,4.29,0.0614,17.34,18.90876,1319.88,812.94,142.8,263.16,27744,0,0,1285.2,0,0,36.72,13.26,18258,3019.2,1887,345.78,0,141.78,14.28,231.54,17.34,137.7,0,0,45.9,n,0.021,1.02,16.8504,1.4076,-30.57,3.38,22.79093865,4.845525321,9.870606351,4.320946504,83.06,12.17,7.153,2.408,0.947,17.9214,5.53554,0.0965,8.00E-04,29.462,71.4405,2.609,239.9555556,13.16,0.708015163,11.97101449,18.23370483,0.341437288,1.049512195,0.103,1478.936675,862.7228903,109.7515243,372.4574596,166.2455022,48.77856331,0.127215269,372.7508725,0.13096412
FCNSW_020_2019-03-27_T4_P4,FCNSW_020,FC NSW 1044,27/3/19,4,4,144.34419,-35.75001,79.309998,3.14999,0,6.41605902,0.007492065,0.527038217,-0.417824209,-0.011131082,0.322068959,-17.62003708,-12.65488815,0.539105892,n,0,30,"60% mature RRG, disturbance by pigs, 40% litter",2829,3810,1.104,0.104,21,31,49,31,32,37,Silty clay,5.21,4.22,0.0597,17.34,17.3757,1281.12,765,134.64,273.36,27846,0,0,1173,0,0,38.76,14.28,18360,3202.8,1887,387.6,0,139.74,16.32,244.8,18.36,136.68,0,0,46.92,n,0.021,1.02,10.2102,1.224,-28.12,3.05,16.89119446,3.302929547,7.691124253,3.428235009,77.44,13.51,5.59,3.413,1.05,14.9328,5.23566,0.1053,8.00E-04,33.84,67.6345,4.507,145.5333333,6.88,0.666517204,8.341666667,21.15310078,0.297043154,1.206702015,0.104,1066.467545,590.6978062,79.1848847,250.3640187,101.9224273,29.70217035,0.134053121,250.6554381,0.118635939
FCNSW_021_2019-03-27_T5_P1,FCNSW_021,FC NSW 1051,27/3/19,5,1,144.29449,-35.72734,80.019997,3.85999,1.099998,6.9005394,0.04964447,0.495429456,1.667062998,0.008091221,0.213511005,-20.73360252,-14.29926205,0.452071577,n,0,30,"RRG 20%, litter 50%",2829,4290,1.042,0.042,31,47,22,38,41,21,Silty loam,5.84,4.74,0.0659,7.07,3.02798,670.64,572.67,177.76,129.28,16059,0,0,773.66,0,0,25.25,0,18685,2424,1616,611.05,0,183.82,12.12,189.88,12.12,43.43,0,0,31.31,n,0.011,1.01,7.0094,0.7373,-29.94,3.66,9.39653523,1.44643114,4.767112478,2.579213363,37.97,8.74,7.553,0.525,0.497,8.6254,5.60247,0.1164,9.00E-04,29.364,71.4312,0.662,136.8,6.22,0.708676604,9.506849315,21.99356913,0.196891776,1.452746554,0.042,463.2309186,245.4333891,58.62154303,107.2191262,34.39515413,12.45292258,0.238849096,107.5811807,0.116144601
FCNSW_022_2019-03-27_T5_P2,FCNSW_022,FC NSW 1052,27/3/19,5,2,144.29568,-35.72802,79.650002,3.49,0.730003,6.4532814,-0.04750061,2.603435516,0.128039688,0.007770457,0.255378217,-18.47294617,-13.24221706,0.515264273,n,0,30,"Juv RRG, coppiced, 25%; Themeda; woody debris 10%; juncus 1%; litter 70%",2829,2970,1.082,0.082,18,50,33,27,41,32,Silty clay loam,5.4,4.42,0.0621,17.34,13.31406,1272.96,904.74,159.12,289.68,25908,0,0,1213.8,0,0,35.7,13.26,26112,3304.8,2101.2,374.34,0,155.04,16.32,246.84,15.3,136.68,0,0,43.86,n,0.021,1.02,19.8084,1.6014,-25.94,1.27,14.17960311,2.41198737,7.007359976,3.451722767,108.55,14.03,8.23,2.322,0.962,29.4984,6.2883,0.0959,8.00E-04,30.632,70.3151,3.478,288.3777778,9.72,0.696553938,12.36942675,29.66849566,0.23061175,0.963753977,0.082,1797.266409,1048.867747,126.475235,463.4941522,215.9850558,49.33715377,0.120582633,463.7225807,0.106446119
FCNSW_023_2019-03-27_T5_P3,FCNSW_023,FC NSW 1053,27/3/19,5,3,144.29662,-35.72855,79.43,3.27,0.510002,7.05400085,0.135002136,0.849893451,3.077367306,0.029398875,0.25652951,-18.13647842,-12.15582371,0.524669647,n,0,30,Some large and some coppiced RRG 30%; shea-oak - type shrub; 5% juncus and themeda; litter 50%,2829,3140,1.066,0.066,17,51,32,25,42,34,Silty clay loam,5.13,4.03,0.0524,12.24,8.41398,636.48,736.44,140.76,210.12,22440,0,0,661.98,0,12.24,33.66,11.22,21012,2774.4,1825.8,364.14,0,137.7,14.28,198.9,16.32,84.66,0,0,38.76,n,0.018,1.02,17.7378,0.9792,-27.11,2.73,17.64772838,2.948251009,8.38506091,4.40353576,89.28,13.48,9.52,2.288,0.623,16.065,5.02758,,,,,1.672,162.0444444,8.32,0.789741592,18.11458333,19.47649573,0.230537493,1.036677271,0.066,1258.560743,833.908197,131.5676207,362.3180147,158.2339412,47.22553477,0.157772308,362.6164686,0.130342773
FCNSW_024_2019-03-27_T5_P4,FCNSW_024,FC NSW 1054,27/3/19,5,4,144.29732,-35.72876,78.919998,2.75999,0,5.56973743,-0.209999084,5.333328247,-0.083319426,-0.008850456,0.30462864,-18.13647842,-11.95202255,0.524669647,n,0,30,Mature RRG some juv 10%; Juncus 1%; litter 70%,2829,3140,1.079,0.079,23,44,33,29,39,31,Silty clay loam,5.3,4.4,0.0802,11.22,19.72374,913.92,709.92,128.52,244.8,17340,0,0,935.34,0,0,29.58,12.24,15198,2386.8,1621.8,365.16,0,131.58,12.24,224.4,15.3,138.72,0,0,35.7,n,0.017,1.02,17.4726,1.6626,-26.81,2.57,23.18753437,5.246721429,9.818845014,4.983133034,86.6,16.16,13.66,1.537,1.021,14.0556,7.20324,0.0866,9.00E-04,31.377,69.4316,0.963,287.8444444,10.66,0.688746793,10.50920245,27.0022931,0.35446083,1.022248144,0.079,1457.85296,815.0733281,147.3067995,356.1312596,142.6413626,41.12492399,0.180728279,356.4195696,0.115476872
FCNSW_025_2019-03-28_T6_P1,FCNSW_025,FC NSW 1061,28/3/19,6,1,144.274284,-35.696733,79.400002,3.24,1.459999,5.40152121,-0.073753357,1.771710634,1.685418725,0.035678454,0.195973948,-17.95396996,-13.13771057,0.529771388,n,0,30,"Recently thinned RRG 10%, themeda 5%, chenopod 5%; juncus 2%; litter 80%",2829,3630,1.146,0.146,17,22,60,28,27,45,Clay,5.69,4.64,0.1273,29.87,5.44973,2422.56,1791.17,465.56,502.64,43672,0,0,2152.7,0,18.54,50.47,22.66,44496,3234.2,2997.3,1163.9,0,548.99,28.84,299.73,22.66,149.35,0,0,54.59,n,0.033,1.03,25.6161,1.4832,-21.73,5.45,25.32437022,2.581972252,13.31013578,7.698204525,216.07,14.54,3.73,3.31,0.852,31.2399,5.63101,0.0844,8.00E-04,33.395,67.9953,7.5,189.5777778,7.18,0.670629242,17.27083333,26.40359022,0.122902248,1.095800636,0.146,857.2226286,494.2573313,65.87126544,233.1140408,82.09217942,30.33059362,0.133273219,233.4835108,0.13011054
FCNSW_026_2019-03-28_T6_P2,FCNSW_026,FC NSW 1062,28/3/19,6,2,144.274252,-35.6966,78.470001,2.31,0.529999,4.65716457,0.086250305,8.780653,-0.015686646,0.002873365,0.27865082,-17.53988838,-12.84466743,0.541346312,m,0,30,"RRG 15%; themeda 1%, thistle; litter 50%",2829,3470,1.128,0.128,25,25,50,31,31,38,Silty clay,5.57,4.6,0.08,19.57,14.56832,1625.34,1171.11,199.82,420.24,29561,0,0,1689.2,0,0,38.11,16.48,24926,2976.7,2235.1,436.72,0,234.84,17.51,283.25,19.57,132.87,0,0,48.41,n,0.025,1.03,20.2292,1.7613,-26.85,2.79,31.25246286,5.298784696,15.48165577,7.261856254,140.48,24.54,16.368,6.422,1.225,28.3147,5.74122,0.115,9.00E-04,33.302,68.1123,1.75,394.5111111,18.92,0.671624219,11.48538012,20.85153864,0.232980056,1.069579357,0.128,1259.997213,714.3061371,104.9846705,323.6396327,121.7389662,34.61520513,0.146974336,323.9239722,0.106956014
